name,ratings,prices,aminities,location,description
Angel Eyes House,4.5,,,"Ramla Street,, Luxor 85111 Egypt","This is an excellent property.  My apartment on the first floor was very large and very clean.  The apartment offered a large living room with air conditioning, a dining table, a large comfortable couch, and TV.  There is a full kitchen with cookware.  There were ceiling fans and new air conditioning units to keep the place cool.  The bedroom was also large and offered a lot of storage space.  The bathroom was clean and offered great water pressure.  The Wifi worked very well.  Best of all, the host is extremely kind and helpful.  He offered to help me in anything I needed.  He even stayed awake until 1:00 in the morning to sort out some issues I had with the taxi upon departure.  The apartment is located in a very quiet area of the Nile West Bank.  About a 5-minute walk away is a grocery store.  About a 15-minute walk away is the village, where one can find many restaurants, groceries, banks, transportation, etc.  I highly recommend staying here, you will definitely not be disappointed.…"
Memnoum House,5.0,,,"West Bank, Ramla, Luxor 85951 Egypt","Grande ospitalità. Appartamento spazioso, funzionale e pulito. Consiglio di rivolgersi all’ospite anche per escursioni e transfers da/per aeroporto, Marsa Alam e Hurgada. Rapporto qualità prezzo eccellente. Leggermente defilata sulla riva Ovest ma in 10 minuti si arriva alla zona ristoranti e traghetto."
Kareem Hotel Luxor,5.0,,",Free parking,Free High Speed Internet (WiFi),Free breakfast,Bicycle rental,Canoeing,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Wifi,Bar / lounge,Restaurant,Breakfast in the room,Diving,Hiking,Horseback riding,Windsurfing,Fishing,Car hire,Business Centre with Internet Access,Meeting rooms,Spa,Chapel / shrine,Concierge,Newspaper,Sun terrace,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Air conditioning,Housekeeping,Room service,Iron,Kitchenette,Suites,Family rooms","Gazirat El Boirat, Luxor Egypt","Hotel Kareem is located on a residential street only 2 minutes walk from the village center and 10 minutes from the main historical sites on Luxor's West Bank. This 12 room (all en-suite) little haven is renowned for its cleanliness and homely atmosphere. The Roof terrace Restaurant (open to the public) has the most spectacular views of the Thebain Necropolis and the Temple of Queen Hatchepsut which are lit up at night to provide a breath-taking back-round setting to enjoy our critically acclaimed food. The In-door Restaurant on the ground floor has a private garden area to relax after a day visiting the Tombs, Temples and Monuments that Luxor has to offer. Hotel Kareem is approx. 4 minutes walk from the local Ferry port so you can visit the East Bank of Luxor whenever you like.Our clean and comfortable rooms come with a few options to chose from.......Single, Double, Twin or Triple Rooms on Bed and Breakfast, Half Board or Full Board basis. Transfers can be arranged From Airport and Train Station. Train Tickets and internal flights can be arranged from reception. A range of tours and Excursions can also be arranged.This Luxor hotel Kareem offers a restaurant, a coffee shop/cafe, and a snack bar/deli. A Free breakfast. Wireless and wired high-speed Internet access. The staff can provide tour/ticket assistance, wedding services, and limo/town car service."
River Bank Apartments,5.0,,,,"Tutto perfetto. Appartamento grandissimo, balcone con vista favolosa sul Nilo. A due passi dalle boat per attraversare il Nilo e arrivare sulla sponda opposta. Colazione compresa da gustare sul roof della struttura adiacente ildegli NILE CASTEL GUEST HOUSE Luxor degli stessi proprietari dove c è anche un ristorante con ottima cucina e scenario di luci da favola. Molto pulito e i proprietari sono estremamente disponibili, organizzati e pronti a gestire ogni esigenza e ad aiutare per eventuali difficoltà. Organizzano anche ogni tipo di tour e escursioni. Molto preparati e affidabili. Sono stata davvero bene e in tutta sicurezza. Consigliatissimo."
Lotus House Luxor,5.0,,",Free parking,Free High Speed Internet (WiFi),Bicycle rental,Children Activities (Kid / Family Friendly),Airport transportation,Car hire,Baggage storage,Currency exchange,Air conditioning,Room service,Kitchenette,Family rooms","Kornish Al Nile Al Bairat, Luxor 85111 Egypt","I stay here at Lotus Lis House for three night. It was an excellent stay and I would stay here again if I visit Luxor again. The accommodation matched the photos of the listing. The room I stayed in was very nice and large, a large wrap around balcony, the place was spotless, nice kitchen supplies and excellent water pressure. The house manage Khaled was always available via WhatsApp and was available whenever I needed assistance. When I arrived my first day from the public ferry Khaled was waiting at the ferry to drive me to the house. The walk to the public ferry is about 10 mins. The balcony is very nice and provides lovely review of morning sunrises. The rooftop is also nice to get a view of the area an to see the hot air balloons at sunrise."
Nile Azur,5.0,,,"Kornish Al Nile كورنيش النيل, Luxor 85844 Egypt","un personnel charmant, attentionné, prévenant !!! une restauration de qualité des chambres de bon confort une semaine riche en visites, monuments,  une croisière tranquille remplie de beaux paysages qui défilent sous vos yeux"
Luxor-Hotel,4.0,,",Free High Speed Internet (WiFi),Wifi,Bar / lounge,Restaurant,Airport transportation,Laundry service,Air conditioning,Room service,Refrigerator",,The hotel has a beautiful terrace and a large garden. We speak English and German. It is located in the quiet western part of the city o Luxor. Here you will find 80% of all sites. They can be reached by bicycle. The hotel is in a quiet environment.
Lotus Apartments Luxor,4.5,,",Washing machine,Air conditioning,Seating area,Clothes rack,Wake-up service / alarm clock,Kitchenette,Refrigerator,Kitchenware,Bath / shower","Ramla, West Bank, Luxor Egypt","OK price, good location.  Pool not heated and too cold in the winter months. No AC working. Like most in the village very poor internet. Very good prices to eat locally.  VERY good prices in village shops if you are 'introduced' as a resident not a tourist. Use the National Ferry to cross the nile costs EGP1/trip."
Les Appartements De La Concorde,5.0,,,,We have had an excellent stay in this large house located in the tombs' side of Luxor. Obviously this is a bit far from the center and quite isolated; but this is largely compensated by the lovely room we had with great views and large / confrotable bedrooms. The owners are French / Egyptian and very helpful.  Highly recommended for families and anyone willing to escape Luxor and enjoy this beautiful area (bikes can be hired).
Memnon Apartments Luxor,3.5,,",Mosquito net,Washing machine,Air conditioning,Desk,Seating area,Telephone,Iron,Wake-up service / alarm clock,Microwave,Refrigerator,Kitchenware","Gezira El Bairat, Ramlah, West Bank, Luxor Egypt","I discovered Memnon Apartments by accident back in 2008 when a booking with another agent fell through, and I've kept going back. The apartments are really well appointed and spotlessly clean. An added bonus is the spacious roof terrace which gives splendid views over the Nile to Luxor in one direction and to the Theban Hills in the other. To be up teher at dawn or under moonlight is a truly unforgettable experience (see photos).The position is very convenient for visiting all the sites of the west bank and catching the ferry over to Luxor, There are a number of good cafes and restaurants within walking distance at both Ramlah and Gezira. The owners are lovelypeople and really easy to contact to make additional arrangements such as hiring bikes which we did on this occasion. The swimming pool is great for a refreshing dip after a day visiting temples. I could go on but, to be honest, part of me doesn't even want to write a review because I'd rather keep these apartments as my own little secret ;-)…"
Abu Simbel Hotel Luxor,5.0,,",Valet parking,Free High Speed Internet (WiFi),Hot bath,Restaurant,Horseback riding,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Shuttle bus service,Car hire,Business Centre with Internet Access,Baggage storage,24-hour front desk,Dry cleaning,Laundry service,Room service,Safe,Seating area,Telephone,Bath / shower,Family rooms","Mohamed Farid Street, Luxor 85891 Egypt","See why so many travellers make Abu Simbel Hotel Luxor their small hotel of choice when visiting Luxor. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travellers like you.As your “home away from home,” the small hotel rooms offer a seating area, and getting online is easy, with free wifi available.Guests have access to 24 hour front desk, room service, and baggage storage while staying at Abu Simbel Hotel Luxor. In addition, Abu Simbel Hotel Luxor offers an on-site restaurant, which will help make your Luxor trip additionally gratifying. And, as an added convenience, there is valet parking available to guests.While staying at Abu Simbel Hotel Luxor, visitors can check out Avenue of Sphinxes (0.2 mi) and Luxor Sound and Light Show (0.9 mi), some of Luxor's top attractions.While you’re here, be sure to check out some of the Mediterranean restaurants, including The Lantern Room Restaurant, Al-Sahaby Lane Restaurant, and Pizza Roma-it, all of which are a short distance from Abu Simbel Hotel Luxor.Luxor is also known for some great history museums, including Luxor Museum and Karnak Open Air Museum, which are not too far from Abu Simbel Hotel Luxor.We’re sure you’ll enjoy your stay at Abu Simbel Hotel Luxor as you experience all of the things Luxor has to offer."
Luxor Plaza House,,,,"Raml Street,West Bank, Luxor 85111 Egypt",
Modos Place,,,",Free parking,Restaurant,Patio,Walking tours,Books, DVDs, music for children,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Rooftop terrace,Car hire,BBQ facilities,Outdoor fireplace,Outdoor furniture,Picnic area,Shared bathroom,24-hour check-in,Laundry service,Self-serve laundry,Air conditioning,Additional bathroom,Housekeeping,Room service,Seating area,Electric kettle,Walk-in shower,Bath / shower,Wardrobe / wardrobe,Bottled water,Clothes rack,Private bathrooms,Wake-up service / alarm clock,Complimentary toiletries,Non-smoking rooms,Smoking rooms available","Nagee El Arab, Habu City Elbeayrat, Luxor 11211 Egypt","Modos Place is a guesthouse, restaurant and a space for artists of all kinds. It is secluded in the depth of farmland of West-Bank Luxor. The guesthouse offers an isolated haven for seekers in need of peace away from the noise of modern urban life."
SaRa Guest House - Luxor,,,,"Noby Senusi Street West Bank, Gazirat El Boirat, Luxor 85958 Egypt",
