Hotel Names,Ratings,Number of Reviews,Prices,links,location,Description
71. Berlin Hotel,4 of 5 bubbles,75 reviews,EGP 772,https://www.tripadvisor.in/Hotel_Review-g294201-d1456029-Reviews-Berlin_Hotel-Cairo_Cairo_Governorate.html,"2 El Shawarby St 4th Floor Off Kasr El Nil St Down Town, Cairo 11511 Egypt","Berlin Hotel is a small, simple hotel in Cairo downtownWe are currently expanding tooRooms has private shower cubicles with hot water available 24/7,rooms has also air conditions and beds are so comfortable.-Worth mentioning that all the bes are very comfortable,and are equiped with ' Jansen ' german brand of fancy comfortable matresses,made of large springs,cotton,and foam,plus an extra upper matress too,and the beds are designed to be easily combunable,so two if combined can form like a large bed-For guests who has their labtop or mobile phones equiped with Wi-Fi connection,they can use our high speed WI-FI connection copletely free of charge-Cheap internet access for guests who uses the hotel pc,-Cheap airport pick-ups and airport drop-offs are available-Excursions to Saquara,Memphis and Dahshour are available too.We are keen to keep friendly,informative and very helpful staff ,also worth mentioning that the hotel arranges private arabic language classes ,and B.dance courses"
"72. Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,234 reviews,"EGP 4,825",https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars. Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further. Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week."
73. Hotel Longchamps,4.5 of 5 bubbles,675 reviews,"EGP 3,378",https://www.tripadvisor.in/Hotel_Review-g294201-d469492-Reviews-Hotel_Longchamps-Cairo_Cairo_Governorate.html,"21 Ismail Muhammad Zamalek, Cairo Egypt","Dear Valuable Guests , You have the choice of four category of rooms in my humble premises : Standard - Superior - Executive , least not last Economy rooms . Free Nestle Mineral Water as well as Nesspresso Coffee are available in alone standing dispencers and machines in both lobbies . Please note Hot Water might take some time to reach your rooms into your showers or/ and bathrooms , as I have three Solar System Pannels on my Roof Top. Thank you for your understanding ! Please note my rich Buffet Brfeakfast starts as of 7 am. Should you wish to have your earlier Breakfast than usual hours, let us know well in advance . Be assured we will do our best to be there earlier for you. Gluten Free bread is no more available on my Buffet Menu . Should you wish to have that specific kind of Bread , let me know well in a dvance. Due to the Construction Site of the Underground on Zamalek Island, please note I have turned most of my Windows in my rooms facing the street into noiseless rooms. We were informed by June 30th, 2022 the construction site will be clreaed up . Customer Service is not a Department ; it is an Attitude !!! Sincerley Your Hebba Bakri"
74. African House Hotel,3.5 of 5 bubbles,43 reviews,EGP 376,https://www.tripadvisor.in/Hotel_Review-g294201-d1202039-Reviews-African_House_Hotel-Cairo_Cairo_Governorate.html,"15 Emad Eldin street, Cairo 11511 Egypt","Finding an ideal budget friendly hotel in Cairo does not have to be difficult. Welcome to African House Hotel, a nice option for travellers like you.Nearby landmarks such as 360 EgypTours (0.9 mi) and Sun Temples of Abu Ghurab (1.3 mi) make African House Hotel a great place to stay when visiting Cairo.The hotel features room service, and you can stay connected during your stay as African House Hotel offers guests free wifi.If you are looking for a good steakhouse, you may want to check out Sizzler, BARBACOA Mexican Grill, or steakout while staying at African House Hotel.Cairo is also known for some great art museums, including Gayer-Anderson Museum (Bayt al-Kiritliya), The Coptic Museum, and Museum of Islamic Arts, which are not too far from African House Hotel.African House Hotel looks forward to welcoming you on your visit to Cairo."
75. Cecilia Hotel,4 of 5 bubbles,107 reviews,EGP 697,https://www.tripadvisor.in/Hotel_Review-g294201-d1526080-Reviews-Cecilia_Hotel-Cairo_Cairo_Governorate.html,"47 El-Falaky street Downtown, Cairo 11511 Egypt","Welcome to the Cecilia Hotel – newly opened in 2009. We are located in downtown – the heart of Cairo, near by the most important monuments in the city. We offer 10 rooms (single, double, triple) with shared or private bathroom, all rooms have air-conditioning; more of rooms have balcony. You can enjoy the time sitting in our terrace. In all rooms and common areas we offer free Wi-Fi. Our friendly stuff is here 24 hours to help you manage your time and answer all your questions. If you stay with us more than 3 nights we will give you free airport pick up as our gift."
"Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,234 reviews,"EGP 4,825",https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars. Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further. Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week."
76. Panorama Ramsis Hotel,3.5 of 5 bubbles,9 reviews,EGP 813,https://www.tripadvisor.in/Hotel_Review-g294201-d16855140-Reviews-Panorama_Ramsis_Hotel-Cairo_Cairo_Governorate.html,"Al Fagalah, 10 Saif Al Din Mahrani Ramsis Square, Cairo 3111 Egypt","This hotel is NOT the one advertised. It is disgustingly dirty, broken down and in the middle of the ghetto. It's a total scam to be avoided at all costs. The pictures are all lies to con you. Believe a man who has been to over 50 countries and crawled through some horrible experiences, this place is unfit. Broken beds full of hair, bugs crawling around and all in a neighborhood full of homeless and street walkers. Needs to be removed from ALL booking sites."
77. Azar Boutique Hotel,4 of 5 bubbles,21 reviews,"EGP 1,286",https://www.tripadvisor.in/Hotel_Review-g294201-d13372858-Reviews-Azar_Boutique_Hotel-Cairo_Cairo_Governorate.html,"9 Adly Street Downtown, Cairo 11511 Egypt","Azar Hotel is centrally Located in Historic Center ( Cairo Downtown ) , this hotel is within a 10-minute walk of National Egyptian Museum, Restaurants, Banks, few steps from main street talaat Harb in Downtown Azar Hotel rooms are air-conditioned and include an LCD TV with a satellite and cable channels, tea/coffee facilities and a sitting area , private balcony with City View The stylish bathrooms include a shower and modern amenities, WiFi in public areas is free. Azar Hotel Ofer soft drinks all day free ( coffee/tea / mineral water / juse drink) Azar Hotel is in a great location in central Cairo, The rooms have views overlooking the Cairo city We speak : English , Spanish and Japanese Languages Azar Hotel está céntricamente ubicado en Historico Central (Cairo Central ), este hotel se encuentra a 10 minutos a pie de Museo Egipcio del Cairo (La plaza Tahrir ), y hay mucho Restaurants, Banks, Centro Comercial a pocos pasos de la calle principal Talaat Harb en el centro."
78. Golden Palace Hotel,4 of 5 bubbles,14 reviews,"EGP 1,638",https://www.tripadvisor.in/Hotel_Review-g294201-d20303601-Reviews-Golden_Palace_Hotel-Cairo_Cairo_Governorate.html,"40 Talaat Harb Downtown, Cairo 11511 Egypt","I stayed at the Golden Palace hotel 3x during my trip through Egypt. The entire staff was amazingly warm, responsive, and kind. I really appreciate everyone’s helpfulness during my stay (Andrew, Marco, Nareman, Mahmoud, Badr) for making my experience in Cairo a positive one. Thank you for the memories and I hope to return again!"
79. Meramees Hostel,4 of 5 bubbles,94 reviews,EGP 630,https://www.tripadvisor.in/Hotel_Review-g294201-d608588-Reviews-Meramees_Hostel-Cairo_Cairo_Governorate.html,"32 Sabri Abou Alam Street 5th Floor, Cairo 11511 Egypt","Miego, the person in charge, was the best part of the whole experience at this hotel. The room was clean and lovely. I was in a private room with a private bathroom, but the shower never worked. My room happened to be next to the ""public"" showers and those showers were great, so i just used those with no issue. They did accommodate me very well regarding said bathroom but slightly inconvenient since i was showering twice a day due to the temperature (109F/42C)."
80. Cairo Inn,3.5 of 5 bubbles,100 reviews,"EGP 3,126EGP 1,835",https://www.tripadvisor.in/Hotel_Review-g294201-d1230895-Reviews-Cairo_Inn-Cairo_Cairo_Governorate.html,"6 Talat Harb Square, Cairo 11511 Egypt","Cairo Inn is a beautiful, newly renovated inn only minutes from the Egyptian museum and main bus and train stations. We are located in one of the main squares in downtown Cairo – surrounded by restaurants, coffee shops and shopping opportunities. Our staff and in-house travel agency will make sure you have a great holiday.Relax on the balcony and enjoy the bustling square below. All rooms with a/c. Laundry, luggage storage, Wifi and satellite TV available."
"InterContinental Citystars Cairo, an IHG Hotel",4.5 of 5 bubbles,"2,549 reviews","EGP 6,470",https://www.tripadvisor.in/Hotel_Review-g294201-d536381-Reviews-InterContinental_Citystars_Cairo_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Omar Ibn El Khattab Street Heliopolis, Cairo 11737 Egypt","Explore Cairo's heritage amidst modern luxuries and stay at the five-star InterContinental Citystars Cairo hotel in Cairo's Heliopolis, next to Stars Centre Mall. Relax in grand rooms with beautiful furnishings and views. Indulge at our 10 exquisite restaurants and bars. Need event space? Our private meeting rooms and Egypt's largest ballroom will satisfy your requirements. Our concierge gladly arranges private tours of the nearby Cairo Citadel, the Pyramids, and soon, The Grand Egyptian Museum."
81. Wake UP! Cairo Hostel,4.5 of 5 bubbles,218 reviews,EGP 486,https://www.tripadvisor.in/Hotel_Review-g294201-d1202343-Reviews-Wake_UP_Cairo_Hostel-Cairo_Cairo_Governorate.html,"33 A Ramses Street, Cairo 11511 Egypt","Wonderful staff, comfortable beds, hot shower, clean, affordable price, rooftop view and good location. The staff helped us with public transportation to the pyramids, covid exams, printing documents and airport questions. Grateful for their kindness. The staff felt like good friends, they made us feel at home. We met a couple other backpackers during breakfast. It’s a nicer vibe compared to the big hostels where everything is spaced out and people/workers don’t talk to people as much. Thank you so much for everything! It was lovely chatting with you guys."
